FID,OBJECTID,AncillaryR,Enabled,Subtype,FacilityID,InstallDat,Rotation,LifecycleS,WaterType,PlanNum,Owner,CatchArea,Comments,AccessDiam,AccessMate,AccesType,Station,RimElevati,FieldBook,Invert,x,y
1,38,0,1,1, ,11/14/1939 12:00:00 AM,0,Proposed,Storm,PF-62,Somerv, ,PROPOSED CB,0,Unk,Unk,9999,9999, ,9999,-71.1332788426083,42.4045640502173
2,39,0,1,1, ,11/14/1939 12:00:00 AM,0,Proposed,Storm,PF-62,Somerv, ,PROPOSED CB,0,Unk,Unk,9999,9999, ,9999,-71.1332131879013,42.4045233498026
3,40,0,1,1, ,11/14/1939 12:00:00 AM,0,Proposed,Storm,PF-62,Somerv, ,PROPOSED CB,9999,Unk,Unk,9999,9999, ,9999,-71.1328402681612,42.4049544914863
4,42,0,1,1, ,11/14/1939 12:00:00 AM,0,Proposed,Storm,PF-62,Somerv, ,PROPOSED CB,0,Unk,Unk,9999,9999, ,9999,-71.1323572453778,42.4053864710131
5,43,0,1,1, ,11/14/1939 12:00:00 AM,0,Proposed,Storm,PF-62,Somerv, ,PROPOSED CB,0,Unk,Unk,9999,9999, ,9999,-71.1322915921217,42.4053469608151
6,44,0,1,1, ,11/14/1939 12:00:00 AM,0,Active,Storm,PF-61,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.1331201367769,42.4038048833407
7,45,0,1,1, ,12/1/1939 12:00:00 AM,0,Active,Storm,PF-20,Somerv, ,PLAN STATES: ""EX. C.B. REBUILD"",0,Unk,Unk,9999,9999, ,9999,-71.1298344725318,42.4078772383132
8,46,0,1,1, ,12/1/1939 12:00:00 AM,0,Active,Storm,PF-20,Somerv, ,PLAN STATES: ""EX. C.B. REBUILD"",0,Unk,Unk,9999,9999, ,9999,-71.1298556547646,42.4078830232127
9,47,0,1,1, ,12/1/1939 12:00:00 AM,0,Active,Storm,PF-20,Somerv, ,PLAN STATES: ""EX. C.B. REBUILD"",0,Unk,Unk,9999,9999, ,9999,-71.1298787884605,42.4078845252002
10,48,0,1,1, ,12/1/1939 12:00:00 AM,0,Active,Storm,PF-20,Somerv, ,EXISTING CB,0,Unk,Unk,9999,9999, ,9999,-71.130243770682,42.4072513728351
11,49,0,1,1, ,12/1/1939 12:00:00 AM,0,Active,Storm,PF-20,Somerv, ,EXISTING CB,0,Unk,Unk,9999,9999, ,9999,-71.1303926590463,42.4072947300898
12,50,0,1,1, ,12/1/1939 12:00:00 AM,0,Active,Storm,PF-20,Somerv, ,EXISTING CB,0,Unk,Unk,9999,9999, ,9999,-71.1301671212274,42.4073873753787
13,51,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-10,Somerv, ,ASSUMED FROM PLAN TO BE CATCH BASIN - MAY BE OWNED BY B&L R.R. - PLANS GIVE NO PROFILE OR DATA ON STRUCTURES,0,Unk,Unk,9999,9999, ,9999,-71.1066039625126,42.3944866601076
14,52,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-10,Somerv, ,ASSUMED FROM PLAN TO BE CATCH BASIN - MAY BE OWNED BY B&L R.R. - PLANS GIVE NO PROFILE OR DATA ON STRUCTURES,0,Unk,Unk,9999,9999, ,9999,-71.1063744953924,42.3941800296611
15,53,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-10,Somerv, ,ASSUMED FROM PLAN TO BE CATCH BASIN - MAY BE OWNED BY B&L R.R. - PLANS GIVE NO PROFILE OR DATA ON STRUCTURES,0,Unk,Unk,9999,9999, ,9999,-71.1068526371934,42.3948062232968
16,54,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-9,Somerv, ,ASSUMED FROM PLAN TO BE CATCH BASIN - MAY BE OWNED BY B&L R.R. - PLANS GIVE NO PROFILE OR DATA ON STRUCTURES,0,Unk,Unk,3094,9999, ,9999,-71.1051741452916,42.3924966108831
17,55,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-9,Somerv, ,ASSUMED FROM PLAN TO BE CATCH BASIN - MAY BE OWNED BY B&L R.R. - PLANS GIVE NO PROFILE OR DATA ON STRUCTURES,0,Unk,Unk,3094,9999, ,9999,-71.1052786381349,42.3924369397122
18,57,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-9,Somerv, ,ASSUMED FROM PLAN TO BE CATCH BASIN - MAY BE OWNED BY B&L R.R. - PLANS GIVE NO PROFILE OR DATA ON STRUCTURES,0,Unk,Unk,3094,9999, ,9999,-71.1053715761084,42.3923743736176
19,59,0,1,1, ,1/1/1928 12:00:00 AM,0,Active,Storm,MM-8,Somerv, ,ASSUMED FROM PLAN TO BE CATCH BASIN - MAY BE OWNED BY B&L R.R. - PLANS GIVE NO PROFILE OR DATA ON STRUCTURES,0,Unk,Unk,9999,9999, ,9999,-71.1019241068218,42.3906558492909
20,83,0,1,1, ,4/15/1898 12:00:00 AM,0,Active,Storm,BB-10,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.092640200296,42.391200344876
21,84,0,1,1, ,4/15/1898 12:00:00 AM,0,Active,Storm,BB-10,Somerv, ,ATTACHED TO STORM DRAIN,0,Unk,Unk,9999,9999, ,9999,-71.0925809000224,42.3911272503827
22,85,0,1,1, ,4/15/1898 12:00:00 AM,0,Active,Storm,"BB-10,BB-11",Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0937874592516,42.3911872502537
23,86,0,1,1, ,4/28/1898 12:00:00 AM,0,Active,Storm,BB-11,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0948951291469,42.3895795841402
24,87,0,1,1, ,4/28/1898 12:00:00 AM,0,Active,Storm,BB-11,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0948062254893,42.3895385428132
25,88,0,1,1, ,4/28/1898 12:00:00 AM,0,Active,Storm,BB-12,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0952267847981,42.3888958092606
26,89,0,1,1, ,4/28/1898 12:00:00 AM,0,Active,Storm,BB-12,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0953032694245,42.3889193040519
27,90,0,1,1, ,4/28/1898 12:00:00 AM,0,Active,Storm,BB-12,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0956027742864,42.3880614073876
28,91,0,1,1, ,4/28/1898 12:00:00 AM,0,Active,Storm,BB-11,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0941368872468,42.3907906623756
29,176,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,NA,Somerv, ,28x28 GRATE,9999,Unk,Unk,9999,9999,258_241,9999,-71.1299497049323,42.4079297256338
30,177,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,NA,Somerv, , ,9999,Unk,Unk,9999,9999,258_241,9999,-71.1299427323225,42.4079402853357
31,183,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-001,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1280864262136,42.4038040784683
32,184,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-001,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1280315748392,42.4037454530134
33,185,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-001,Somerv, , ,9999,Unk,Unk,9999,70.95, ,67.5,-71.1272389692988,42.4034303283993
34,186,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-001,Somerv, , ,9999,Unk,Unk,9999,70.75, ,66.5,-71.1271528368527,42.4033929639173
35,187,0,1,1, ,1/1/1980 12:00:00 AM,0,Active,Storm,TB-001,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1273002616411,42.4033911111785
36,188,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-001,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1271441123633,42.403056170311
37,189,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-001,Somerv, , ,9999,Unk,Unk,9999,63.08, ,58.83,-71.1268861331867,42.4028208820389
38,190,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-001,Somerv, , ,9999,Unk,Unk,9999,67.87, ,63.62,-71.1264152794017,42.4030326809308
39,191,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-001,Somerv, , ,9999,Unk,Unk,9999,67.96, ,63.71,-71.1264796050519,42.40306341338
40,192,0,1,1, ,1/1/1980 12:00:00 AM,0,Active,Storm,TB-001,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1265340992028,42.4030447241971
41,193,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-002,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.12574656539,42.4027248107279
42,194,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-002,Somerv, , ,9999,Unk,Unk,9999,62.25, ,57.25,-71.125722731038,42.4027384010099
43,195,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-002,Somerv, , ,9999,Unk,Unk,9999,60.78, ,56.53,-71.1256452720038,42.4027055384351
44,196,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-002,Somerv, , ,9999,Unk,Unk,9999,60.9, ,56,-71.1257739273638,42.4026303902884
45,197,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-003,Somerv, , ,9999,Unk,Unk,9999,46.26, ,42.6,-71.1249868837038,42.4022934316249
46,198,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-003,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1249867086562,42.4024059358734
47,199,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-003,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.124939955746,42.40244034671
48,200,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-003,Somerv, , ,9999,Unk,Unk,9999,45.2, ,40.95,-71.1248435334038,42.402361623481
49,201,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-003,Somerv, , ,9999,Unk,Unk,9999,37.15, ,32.9,-71.1242447810801,42.4020946109734
50,202,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-003,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1238250739857,42.4018118241465
51,203,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-004,Somerv, , ,9999,Unk,Unk,9999,30.42, ,26.17,-71.1231457382711,42.4016396472456
52,204,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-004,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1223734614081,42.4014132200023
53,205,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-004,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1221959197209,42.4013850584419
54,206,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-004,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1226329678153,42.4016435685732
55,207,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-004,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.122558731852,42.4016240109649
56,209,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-004,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1216031405178,42.4013991922061
57,210,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-004,Somerv, , ,9999,Unk,Unk,9999,29.6, ,25.95,-71.1217572767205,42.4014211384532
58,212,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-004,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1221039020375,42.4015008845957
59,213,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-004,Somerv, , ,9999,Unk,Unk,9999,9999, ,24.55,-71.1216083701476,42.4011705378492
60,214,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-004,Somerv, , ,9999,Unk,Unk,9999,9999, ,27.5,-71.1215003682727,42.4011730442923
61,215,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-004,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.121451974702,42.4012043242609
62,216,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-004,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1215512207198,42.4016977284822
63,217,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-004,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.121445332395,42.40166879629
64,218,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-005,Somerv, , ,9999,Unk,Unk,9999,35.7, ,31.45,-71.1208618231694,42.4010167683755
65,219,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-005,Somerv, , ,9999,Unk,Unk,9999,36.4, ,32.15,-71.1207665901519,42.4009800092661
66,220,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-005,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.120670977772,42.4010064920109
67,221,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-005,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1206483994986,42.4011532680155
68,222,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-005,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1198982815809,42.4008324388586
69,223,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-005,Somerv, , ,9999,Unk,Unk,9999,36.75, ,32.5,-71.1198251446008,42.4009694002347
70,224,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-006,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1190118291837,42.4007336730125
71,225,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-006,Somerv, , ,9999,Unk,Unk,9999,38.8, ,34.55,-71.1188866782524,42.4008772922976
72,226,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-006,Somerv, , ,9999,Unk,Unk,9999,39.84, ,35.59,-71.1176525814426,42.4009217691754
73,227,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-006,Somerv, , ,9999,Unk,Unk,9999,40.06, ,35.81,-71.1175179025988,42.4007722625789
74,228,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-007,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1169398226267,42.4007033452426
75,229,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-007,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.117247330038,42.4006742223848
76,619,0,1,1, ,9/9/9999 12:00:00 AM,0,Proposed,Storm,TB-036,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1231869965802,42.3964741460397
77,620,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-036,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1236333580619,42.3963963782616
78,230,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-007,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1167696185393,42.4008233689496
79,231,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-007,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1165498002514,42.4009248027786
80,232,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-007,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1169333060432,42.4010332713627
81,233,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-007,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1167962328,42.4012790147181
82,234,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-007,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1161573886287,42.4011680170775
83,235,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-007,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1165260163105,42.4011206756531
84,236,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-008,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1152124825679,42.4008499964335
85,237,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-008,Somerv, , ,9999,Unk,Unk,9999,48.8, ,44.55,-71.1150208029197,42.4007840380077
86,238,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-008,Somerv, , ,9999,Unk,Unk,9999,46.25, ,39,-71.1144727548077,42.4006080172826
87,239,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-008,Somerv, , ,9999,Unk,Unk,9999,45, ,40.75,-71.1141851682421,42.4007058714374
88,241,0,1,1, ,1/1/1980 12:00:00 AM,0,Proposed,Storm,TB-008,Somerv, , ,9999,Unk,Unk,9999,44.15, ,39.9,-71.1140424805953,42.4007589823175
89,242,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-008,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.113660985862,42.4003239238604
90,243,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-008,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1142969104468,42.4005404334217
91,245,0,1,1, ,9/1/1977 12:00:00 AM,0,Active,Storm,TB-009,Somerv, ,DRAIN STRUCTURE; RIM MH 50.02,9999,Unk,Unk,9999,49.46, ,47.17,-71.1177103394845,42.3971939398587
92,246,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-009,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1175469339342,42.3972184855107
93,247,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-009,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1174055362422,42.3970787638331
94,248,0,1,1, ,9/1/1977 12:00:00 AM,0,Active,Storm,TB-009,Somerv, ,DRAIN STRUCTURE; RIM MH 49.39,9999,Unk,Unk,9999,48.72, ,44.99,-71.1172133989522,42.3969986082849
95,249,0,1,1, ,9/1/1977 12:00:00 AM,0,Active,Storm,TB-009,Somerv, ,DRAIN STRUCTURE; RIM MH 49.53,9999,Unk,Unk,9999,48.81, ,45.23,-71.1170703110719,42.3969427823861
96,250,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-009,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1165332203411,42.3968130990098
97,251,0,1,1, ,9/1/1977 12:00:00 AM,0,Active,Storm,TB-010,Somerv, ,DRAIN STRUCTURE; RIM MH 49.22,9999,Unk,Unk,9999,48.43, ,44.92,-71.1163108005752,42.3966495025561
98,252,0,1,1, ,9/1/1977 12:00:00 AM,0,Active,Storm,TB-011,Somerv, , ,9999,Unk,Unk,9999,56.97, ,54.37,-71.1202567172012,42.3994728595043
99,253,0,1,1, ,9/1/1977 12:00:00 AM,0,Active,Storm,TB-030,Somerv, , ,9999,Unk,Unk,9999,55.43, ,55.33,-71.120448020061,42.3995183734933
100,254,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-010,Somerv, ,DRAIN MH NEXT TO CB,9999,Unk,Unk,9999,9999, ,9999,-71.1154899628967,42.3963085114987
101,255,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-010,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1154817808995,42.3963856641235
102,256,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-011,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.119850325126,42.3998946243787
103,257,0,1,1, ,9/1/1977 12:00:00 AM,0,Active,Storm,"TB-029, TB-011",Somerv, , ,9999,Unk,Unk,9999,56.93, ,54.13,-71.1197401585998,42.3999371331498
104,258,0,1,1, ,9/1/1977 12:00:00 AM,0,Active,Storm,TB-011,Somerv, ,DRAIN STRUCTURE; RIM MH 49.08,9999,Unk,Unk,9999,48.28, ,45.18,-71.1193946246232,42.4004828823026
105,259,0,1,1, ,9/1/1977 12:00:00 AM,0,Active,Storm,TB-011,Somerv, , ,9999,Unk,Unk,9999,49.24, ,48.64,-71.1193389371681,42.4004099994928
106,260,0,1,1, ,9/1/1977 12:00:00 AM,0,Active,Storm,TB-019,Somerv, , ,9999,Unk,Unk,9999,48.43, ,45.73,-71.1192065770934,42.4004758904671
107,261,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-012,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.11092522569,42.3994020944777
108,262,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-012,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1110302696788,42.3992538129074
109,263,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-012,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1114032896452,42.3994265769232
110,264,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-012,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1110286072138,42.3988965044029
111,265,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-012,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1109059394498,42.3987760370218
112,266,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-012,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1105001671245,42.3982858815263
113,267,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-012,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1104430296556,42.3981713521991
114,268,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-012,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1101156518308,42.397964630902
115,269,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-013,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1101009183563,42.3977109037236
116,270,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-014,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1098798625327,42.3967349763977
