FID,OBJECTID,AncillaryR,Enabled,Subtype,FacilityID,InstallDat,Rotation,LifecycleS,WaterType,PlanNum,Owner,CatchArea,Comments,AccessDiam,AccessMate,AccesType,Station,RimElevati,FieldBook,Invert,x,y
117,271,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-014,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1099547801002,42.3968328896541
118,272,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-014,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1102463515738,42.39619193163
119,273,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-014,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1104438753682,42.3962104678554
120,274,0,1,1, ,9/1/1977 12:00:00 AM,0,Active,Storm,TB-014,Somerv, , ,9999,Unk,Unk,9999,47.35, ,43.65,-71.1101494179478,42.3965381834136
121,92,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,PF-106,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.087133474767,42.38889566962
122,93,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,PF-106,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0871052683962,42.3888601920058
123,94,0,1,1, ,3/1/1935 12:00:00 AM,0,Active,Storm,PF-153,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0848256849894,42.3908354746092
124,95,0,1,1, ,3/2/1935 12:00:00 AM,0,Active,Storm,PF-153,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0854364599114,42.3902363357267
125,96,0,1,1, ,11/3/1897 12:00:00 AM,0,Active,Storm,"V-3, Z-12",Somerv, , ,0, , ,9999,9999, ,9999,-71.0939999919844,42.3750162901812
126,97,0,1,1, ,4/15/1898 12:00:00 AM,0,Active,Storm,BB-7,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0869698789197,42.3869835528765
127,98,0,1,1, ,4/15/1898 12:00:00 AM,0,Active,Storm,BB-6,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0864520081621,42.3878061180735
128,99,0,1,1, ,4/15/1898 12:00:00 AM,0,Active,Storm,BB-6,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0860103633436,42.3884832947174
129,100,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-6,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0975844359814,42.388300427043
130,101,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-6,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0974892070855,42.3884187194306
131,102,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-6,Somerv, , ,0, , ,9999,9999, ,9999,-71.0971350322526,42.3880273025631
132,103,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-6,Somerv, , ,0, , ,9999,9999, ,9999,-71.096946640259,42.3879423245811
133,104,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-6,Somerv, , ,0, , ,9999,9999, ,9999,-71.0967563235496,42.387855905537
134,105,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-6,Somerv, , ,0, , ,9999,9999, ,9999,-71.0966185730592,42.3876896350699
135,106,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-6,Somerv, , ,0, , ,9999,9999, ,9999,-71.0963705804777,42.3875787182994
136,107,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-6,Somerv, , ,0, , ,9999,9999, ,9999,-71.0961430678667,42.3875807751697
137,108,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-6,Somerv, , ,0, , ,9999,9999, ,9999,-71.0965982408592,42.3878553514088
138,109,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-6,Somerv, , ,0, , ,9999,9999, ,9999,-71.0965846614151,42.3878681650306
139,110,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-5,Somerv, , ,0, , ,9999,9999, ,9999,-71.0938054827884,42.3866744622707
140,111,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-5,Somerv, , ,0, , ,9999,9999, ,9999,-71.093870577045,42.3866167876794
141,112,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-4,Somerv, , ,0, , ,9999,9999, ,9999,-71.0932699912338,42.3863036085807
142,113,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-4,Somerv, , ,0, , ,9999,9999, ,9999,-71.093352964776,42.3862426877425
143,114,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-4,Somerv, , ,0, , ,9999,9999, ,9999,-71.0934425900514,42.3861867453504
144,115,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-4,Somerv, , ,0, , ,9999,9999, ,9999,-71.093014298028,42.3858063399391
145,116,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-4,Somerv, , ,0, , ,9999,9999, ,9999,-71.0929425347339,42.3858590354599
146,117,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-4,Somerv, , ,0, , ,9999,9999, ,9999,-71.0928640876393,42.3859117008832
147,118,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-4,Somerv, , ,0, , ,9999,9999, ,9999,-71.092803574804,42.3859511971795
148,119,0,1,1, ,1/1/1928 12:00:00 AM,0,Active,Storm,MM-3,Somerv, , ,0, , ,9999,9999, ,9999,-71.090585914709,42.3836642493372
149,120,0,1,1, ,1/1/1928 12:00:00 AM,0,Active,Storm,MM-3,Somerv, , ,0, , ,9999,9999, ,9999,-71.0907541963519,42.3835776681086
150,121,0,1,1, ,1/1/1928 12:00:00 AM,0,Active,Storm,MM-3,Somerv, , ,0, , ,9999,9999, ,9999,-71.0911455101048,42.3838791956942
151,122,0,1,1, ,1/1/1928 12:00:00 AM,0,Active,Storm,MM-3,Somerv, , ,0, , ,9999,9999, ,9999,-71.090002594313,42.3826474392817
152,123,0,1,1, ,1/1/1928 12:00:00 AM,0,Active,Storm,MM-3,Somerv, , ,0, , ,9999,9999, ,9999,-71.0897588793815,42.382773768238
153,124,0,1,1, ,1/1/1928 12:00:00 AM,0,Active,Storm,MM-3,Somerv, , ,0, , ,9999,9999, ,9999,-71.0914776499858,42.3843906001837
154,125,0,1,1, ,1/1/1928 12:00:00 AM,0,Active,Storm,MM-3,Somerv, , ,0, , ,9999,9999, ,9999,-71.0913964017085,42.3844331846211
155,126,0,1,1, ,1/1/1928 12:00:00 AM,0,Active,Storm,MM-3,Somerv, , ,0, , ,9999,9999, ,9999,-71.0912997026734,42.3844814373398
156,127,0,1,1, ,6/12/1908 12:00:00 AM,0,Active,Storm,FF-21,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.1136045914984,42.3989051567287
157,128,0,1,1, ,6/12/1908 12:00:00 AM,0,Active,Storm,FF-21,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.1135182427222,42.3988362652388
158,129,0,1,1, ,11/1/1933 12:00:00 AM,0,Active,Storm,PF-030,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.1299314543358,42.4065954170062
159,130,0,1,1, ,11/1/1933 12:00:00 AM,0,Active,Storm,PF-030,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.1285443787207,42.4063494164153
160,131,0,1,1, ,11/1/1933 12:00:00 AM,0,Active,Storm,PF-030,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.1284616460942,42.4063162762907
161,132,0,1,1, ,11/1/1933 12:00:00 AM,0,Active,Storm,PF-030,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.1287905831038,42.4058028274446
162,174,0,1,1, ,11/14/1939 12:00:00 AM,0,Proposed,Storm,PF-62,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1327682019736,42.4049170928869
163,133,0,1,1, ,11/1/1933 12:00:00 AM,0,Active,Storm,PF-030,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.1285006519856,42.4062420840592
164,134,0,1,1, ,11/1/1939 12:00:00 AM,0,Active,Storm,PF-033,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.1298269169496,42.4079799687654
165,135,0,1,1, ,11/1/1939 12:00:00 AM,0,Active,Storm,PF-033,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.129830887076,42.4079614036081
166,136,0,1,1, ,11/1/1939 12:00:00 AM,0,Active,Storm,PF-033,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.129807820312,42.4079484682717
167,137,0,1,1, ,11/1/1939 12:00:00 AM,0,Active,Storm,PF-033,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.1288152958102,42.4075050798119
168,138,0,1,1, ,11/1/1939 12:00:00 AM,0,Active,Storm,PF-033,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.1287378707159,42.4075534195064
169,139,0,1,1, ,11/1/1939 12:00:00 AM,0,Active,Storm,PF-033,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.1276140548432,42.407138180921
170,140,0,1,1, ,11/1/1939 12:00:00 AM,0,Active,Storm,PF-033,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.1276549296181,42.4070740009964
171,141,0,1,1, ,11/1/1939 12:00:00 AM,0,Active,Storm,PF-033,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.1267870735004,42.406752478081
172,142,0,1,1, ,11/1/1939 12:00:00 AM,0,Active,Storm,PF-033,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.1267423536489,42.406813790046
173,143,0,1,1, ,5/1/1940 12:00:00 AM,0,Active,Storm,PF-018,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0947437749681,42.3986274245997
174,144,0,1,1, ,5/1/1940 12:00:00 AM,0,Active,Storm,PF-018,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0946156457294,42.3986119675194
175,145,0,1,1, ,5/1/1940 12:00:00 AM,0,Active,Storm,PF-018,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0951401312546,42.3982103024952
176,146,0,1,1, ,5/1/1940 12:00:00 AM,0,Active,Storm,PF-018,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0950437154223,42.3981616105136
177,147,0,1,1, ,5/1/1940 12:00:00 AM,0,Active,Storm,PF-018,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0959962536295,42.3973079183973
178,148,0,1,1, ,5/1/1940 12:00:00 AM,0,Active,Storm,PF-018,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0958570521375,42.3972657411367
179,149,0,1,1, ,5/1/1940 12:00:00 AM,0,Active,Storm,PF-018,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0941648969694,42.3990905900658
180,150,0,1,1, ,12/1/1934 12:00:00 AM,0,Active,Storm,PF-072,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.115879010839,42.4050370721009
181,151,0,1,1, ,12/1/1934 12:00:00 AM,0,Active,Storm,PF-072,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.115727557304,42.4039375159752
182,152,0,1,1, ,12/1/1934 12:00:00 AM,0,Active,Storm,PF-072,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.1156137023156,42.4039514245381
183,153,0,1,1, ,4/15/1898 12:00:00 AM,0,Active,Storm,BB-9,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0916294243742,42.3914171890172
184,154,0,1,1, ,4/28/1898 12:00:00 AM,0,Active,Storm,BB-8,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0906872067055,42.3907292578106
185,155,0,1,1, ,4/28/1898 12:00:00 AM,0,Active,Storm,BB-8,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0902279641663,42.3904903723424
186,156,0,1,1, ,4/28/1898 12:00:00 AM,0,Active,Storm,BB-8,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0894784826992,42.3901132527609
187,157,0,1,1, ,4/28/1898 12:00:00 AM,0,Active,Storm,BB-8,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0888325102608,42.3898308223922
188,158,0,1,1, ,4/28/1898 12:00:00 AM,0,Active,Storm,BB-8,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0883498854195,42.3896318634769
189,159,0,1,1, ,5/1/1940 12:00:00 AM,0,Active,Storm,PF-001,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0970874169399,42.3978443731547
190,160,0,1,1, ,5/1/1940 12:00:00 AM,0,Active,Storm,PF-001,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.097149223542,42.3979068277628
191,161,0,1,1, ,5/1/1940 12:00:00 AM,0,Active,Storm,PF-001,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0971223464156,42.3979770509626
192,162,0,1,1, ,5/1/1940 12:00:00 AM,0,Active,Storm,PF-001,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0965949326588,42.3984987995426
193,163,0,1,1, ,5/1/1940 12:00:00 AM,0,Active,Storm,PF-001,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0965201186041,42.3984633786216
194,164,0,1,1, ,5/1/1940 12:00:00 AM,0,Active,Storm,PF-001,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0959308215019,42.3992373361794
195,165,0,1,1, ,5/1/1940 12:00:00 AM,0,Active,Storm,PF-001,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.095778227854,42.3992667734847
196,166,0,1,1, ,5/1/1940 12:00:00 AM,0,Active,Storm,PF-001,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0958346705578,42.3991955085302
197,167,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,NA,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0997629878429,42.3778657967062
198,168,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,NA,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0997532609039,42.3777901253436
199,169,0,1,1, ,4/15/1898 12:00:00 AM,0,Active,Storm,BB-5,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0865541447407,42.3891147335302
200,170,0,1,1, ,4/15/1898 12:00:00 AM,0,Active,Storm,BB-5,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0872515404124,42.3894916855251
201,60,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-8,Somerv, ,ASSUMED FROM PLAN TO BE CATCH BASIN - MAY BE OWNED BY B&L R.R. - PLANS GIVE NO PROFILE OR DATA ON STRUCTURES,0,Unk,Unk,9999,9999, ,9999,-71.1018823435747,42.3905528022372
202,61,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-8,Somerv, ,ASSUMED FROM PLAN TO BE CATCH BASIN - MAY BE OWNED BY B&L R.R. - PLANS GIVE NO PROFILE OR DATA ON STRUCTURES,0,Unk,Unk,9999,9999, ,9999,-71.1035447610458,42.391093060431
203,62,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-8,Somerv, ,ASSUMED FROM PLAN TO BE CATCH BASIN - MAY BE OWNED BY B&L R.R. - PLANS GIVE NO PROFILE OR DATA ON STRUCTURES,0,Unk,Unk,9999,9999, ,9999,-71.103441934685,42.3911941810439
204,63,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-8,Somerv, ,ASSUMED FROM PLAN TO BE CATCH BASIN - MAY BE OWNED BY B&L R.R. - PLANS GIVE NO PROFILE OR DATA ON STRUCTURES,0,Unk,Unk,9999,9999, ,9999,-71.1028302151603,42.3906661248597
205,64,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-8,Somerv, ,ASSUMED FROM PLAN TO BE CATCH BASIN - MAY BE OWNED BY B&L R.R. - PLANS GIVE NO PROFILE OR DATA ON STRUCTURES,0,Unk,Unk,9999,9999, ,9999,-71.1029174207025,42.3905949689232
206,65,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-8,Somerv, ,ASSUMED FROM PLAN TO BE CATCH BASIN - MAY BE OWNED BY B&L R.R. - PLANS GIVE NO PROFILE OR DATA ON STRUCTURES,0,Unk,Unk,9999,9999, ,9999,-71.1025841797403,42.3905466499776
207,66,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-8,Somerv, ,ALSO SHOWN ON CENTRAL ST BRIDGE PLANS,0,Unk,Unk,9999,9999, ,9999,-71.1022156098741,42.3902044164314
208,67,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-8,Somerv, ,ALSO SHOWN ON CENTRAL ST BRIDGE PLANS,0,Unk,Unk,9999,9999, ,9999,-71.1021291663179,42.3901763977554
209,69,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-8,Somerv, ,ASSUMED FROM PLAN TO BE CATCH BASIN - MAY BE OWNED BY B&L R.R. - PLANS GIVE NO PROFILE OR DATA ON STRUCTURES,0,Unk,Unk,9999,9999, ,9999,-71.1014719235838,42.390208372913
210,70,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-8,Somerv, ,ASSUMED FROM PLAN TO BE CATCH BASIN - MAY BE OWNED BY B&L R.R. - PLANS GIVE NO PROFILE OR DATA ON STRUCTURES,0,Unk,Unk,9999,9999, ,9999,-71.1006750934389,42.3896868081879
211,71,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-8,Somerv, ,ASSUMED FROM PLAN TO BE CATCH BASIN - MAY BE OWNED BY B&L R.R. - PLANS GIVE NO PROFILE OR DATA ON STRUCTURES,0,Unk,Unk,9999,9999, ,9999,-71.1004808335097,42.3896132493162
212,72,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-8,Somerv, ,ASSUMED FROM PLAN TO BE CATCH BASIN - MAY BE OWNED BY B&L R.R. - PLANS GIVE NO PROFILE OR DATA ON STRUCTURES,0,Unk,Unk,9999,9999, ,9999,-71.1004659901827,42.3898261473767
213,73,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-8,Somerv, ,ASSUMED FROM PLAN TO BE CATCH BASIN - MAY BE OWNED BY B&L R.R. - PLANS GIVE NO PROFILE OR DATA ON STRUCTURES,0,Unk,Unk,9999,9999, ,9999,-71.1005390132618,42.3898635569768
214,74,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-8,Somerv, ,ASSUMED FROM PLAN TO BE CATCH BASIN - MAY BE OWNED BY B&L R.R. - PLANS GIVE NO PROFILE OR DATA ON STRUCTURES,0,Unk,Unk,9999,9999, ,9999,-71.1001223038594,42.3896005702668
215,75,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-8,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0989745686376,42.3890849180067
216,76,0,1,1, ,1/1/1927 12:00:00 AM,0,Active,Storm,MM-8,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.0990581513537,42.3889780238593
217,77,0,1,1, ,4/1/1940 12:00:00 AM,0,Active,Storm,PF-22,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.1075931661312,42.384095463903
218,78,0,1,1, ,4/1/1940 12:00:00 AM,0,Active,Storm,PF-22,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.1076894972157,42.3841057984415
219,1,0,1,1, ,5/8/1889 12:00:00 AM,0,Active,Storm,L-9,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.1230982790257,42.3934344465166
220,2,0,1,1, ,11/1/1939 12:00:00 AM,0,Active,Storm,PF-32,Somerv, ,PLAN SHOWS THIS AS EXISTING CB TO BE CONNECTED TO DRAIN - NO PROFILE,0,Unk,Unk,9999,46.1, ,9999,-71.1214208524695,42.4035065059689
221,3,0,1,1, ,11/1/1939 12:00:00 AM,0,Proposed,Storm,PF-31,Somerv, ,SHOWN AS PROPOSED CB ON PLAN - NO PROFILE,0,Unk,Unk,9999,9999, ,9999,-71.1206723514075,42.4029109231989
222,5,0,1,1, ,11/1/1939 12:00:00 AM,0,Active,Storm,PF-32,Somerv, ,PROPOSED ON PLAN - NO PFOFILE,0,Unk,Unk,9999,9999, ,9999,-71.1223260944581,42.4040154124275
223,6,0,1,1, ,6/1/1939 12:00:00 AM,0,Active,Storm,PF-41,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.1184358818084,42.4019913023253
224,80,0,1,1, ,12/1/1934 12:00:00 AM,0,Active,Storm,PF-73,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.1012067370552,42.3773289219421
225,7,0,1,1, ,6/1/1939 12:00:00 AM,0,Active,Storm,PF-41,Somerv, ,EXISTING MH IN PROPOSED DRAINAGE PLAN OF 1939 - DIRECTLY CONNECTED TO DRAIN PIPES,0,Unk,Unk,9999,40, ,9999,-71.1174220480859,42.4014508848328
226,8,0,1,1, ,6/1/1939 12:00:00 AM,0,Active,Storm,PF-41,Somerv, ,SHOWN AS EXISTING MH IN PROPOSED PLANS OF 1939 - CONNECTS TO MH ACROSS THE STREET,0,Unk,Unk,9999,40, ,9999,-71.1174885419464,42.4013492727378
227,9,0,1,1, ,11/14/1939 12:00:00 AM,0,Proposed,Storm,"PF-31,PF-41,JJ-25",Somerv, ,PROPOSED CB,0,Unk,Unk,9999,9999, ,9999,-71.1196207811272,42.4022971453713
228,10,0,1,1, ,11/14/1939 12:00:00 AM,0,Active,Storm,PF-61,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.1336238180315,42.4035463518624
229,11,0,1,1, ,11/14/1939 12:00:00 AM,0,Active,Storm,PF-61,Somerv, , ,0,Unk,Unk,9999,9999, ,9999,-71.1335759339272,42.4034904655928
230,12,0,1,1, ,11/14/1939 12:00:00 AM,0,Active,Storm,PF-61,Somerv, ,EXISTING CB,0,Unk,Unk,9999,9999, ,9999,-71.1333486585245,42.4037741468783
231,13,0,1,1, ,11/14/1939 12:00:00 AM,0,Active,Storm,PF-61,Somerv, ,EXISTING CB,0,Unk,Unk,9999,9999, ,9999,-71.1329573460769,42.4040801782081
232,14,0,1,1, ,11/14/1939 12:00:00 AM,0,Active,Storm,PF-61,Somerv, ,EXISTING CB,0,Unk,Unk,9999,9999, ,9999,-71.132880418011,42.4040442045613
233,15,0,1,1, ,11/14/1939 12:00:00 AM,0,Proposed,Storm,PF-61,Somerv, ,""PROPOSED CB"",0,Unk,Unk,9999,9999, ,9999,-71.132263769747,42.4046310644066
